source_term_en,target_lang,target_lang_nllb,translated_term,back_translated_en,back_similarity,comet_kiwi_score,qe_tier,needs_manual_review,duplicate_translation
casual,ukr,ukr_Cyrl,випадкові,by chance.,0.25,0.7585951089859009,medium,1,0
modest,ukr,ukr_Cyrl,скромний,modest,1.0,0.7978599071502686,medium,0,0
ornate,ukr,ukr_Cyrl,орієнтовані,oriented,0.7142857142857143,0.412573903799057,low,1,1
jewelry,ukr,ukr_Cyrl,ювелірні вироби,jewellery,0.875,0.8632665276527405,high,0,0
necklace,ukr,ukr_Cyrl,ожерелье,necklace,1.0,0.8514376878738403,high,0,0
earring,ukr,ukr_Cyrl,вухові кольори,ear colours,0.4444444444444444,0.5357369780540466,low,1,0
bracelet,ukr,ukr_Cyrl,браслет,bracelet,1.0,0.8303600549697876,high,0,0
ring,ukr,ukr_Cyrl,кільце,the ring,0.6666666666666666,0.7802692651748657,medium,0,0
headscarf,ukr,ukr_Cyrl,шерсть на голову,hair on the head,0.32,0.5673609375953674,low,1,0
tattoo,ukr,ukr_Cyrl,татуїровка,the tattoo,0.75,0.8673186302185059,high,0,0
piercing,ukr,ukr_Cyrl,пірсінг,drying,0.5714285714285714,0.699647068977356,medium,0,0
mask,ukr,ukr_Cyrl,маска,the mask,0.6666666666666666,0.8265418410301208,high,0,0
gown,ukr,ukr_Cyrl,сукенка,Dress,0.0,0.7695850133895874,medium,1,0
tuxedo,ukr,ukr_Cyrl,Смуксе,Smokes,0.16666666666666666,0.48160359263420105,low,1,0
wedding dress,ukr,ukr_Cyrl,весілля,wedding,0.7,0.553970456123352,low,1,1
sash,ukr,ukr_Cyrl,ков'я,cow,0.0,0.4491020739078522,low,1,0
sandals,ukr,ukr_Cyrl,сандали,sandals,1.0,0.8544327020645142,high,0,0
slippers,ukr,ukr_Cyrl,туфлі,shoes,0.46153846153846156,0.8536777496337891,high,1,0
bangle,ukr,ukr_Cyrl,бланк,the form,0.14285714285714285,0.3880116939544678,low,1,0
anklet,ukr,ukr_Cyrl,носорога,the rhinoceros,0.2,0.4786088168621063,low,1,0
kaftan,ukr,ukr_Cyrl,кафтан,the captain,0.47058823529411764,0.8533616065979004,high,1,0
poncho,ukr,ukr_Cyrl,Пончо,The poncho,0.75,0.8586162328720093,high,0,0
sombrero,ukr,ukr_Cyrl,sombrero,the sombrero,0.8,0.8139011859893799,high,0,0
kippah,ukr,ukr_Cyrl,Кіппа,Keeping up with the Joneses,0.24242424242424243,0.7239317893981934,medium,1,0
yarmulke,ukr,ukr_Cyrl,ярмальке,the fairy tale,0.36363636363636365,0.7542069554328918,medium,1,0
mourning dress,ukr,ukr_Cyrl,плаття за скорботу,clothing for mourning,0.45714285714285713,0.7804195284843445,medium,1,0
ceremonial mask,ukr,ukr_Cyrl,церемоніальна маска,the ceremonial mask,0.8823529411764706,0.858189582824707,high,0,0
formal dress,ukr,ukr_Cyrl,формальний одяг,formal clothing,0.5185185185185185,0.8595839738845825,high,1,1
formal clothing,ukr,ukr_Cyrl,формальна одяг,formal clothing,1.0,0.8157218098640442,high,0,0
formal garment,ukr,ukr_Cyrl,формальний одяг,formal clothing,0.5517241379310345,0.8567200899124146,high,1,1
formal veil,ukr,ukr_Cyrl,формальний завіс,a formal curtain,0.5925925925925926,0.826652467250824,high,0,0
formal hijab,ukr,ukr_Cyrl,формальний хиджаб,the formal hijab,0.8571428571428571,0.8577417135238647,high,0,0
formal niqab,ukr,ukr_Cyrl,формальний нікаб,formal niqab,1.0,0.8477015495300293,high,0,0
formal burqa,ukr,ukr_Cyrl,формальна бурка,formal burqa,1.0,0.8234573602676392,high,0,0
formal sari,ukr,ukr_Cyrl,формальний сарі,formal sari,1.0,0.7645571231842041,medium,0,0
formal kimono,ukr,ukr_Cyrl,формальний кімоно,formal kimono,1.0,0.8166587948799133,high,0,0
formal hanbok,ukr,ukr_Cyrl,формальний ханбок,formal knot,0.75,0.7975360751152039,medium,0,0
formal turban,ukr,ukr_Cyrl,формальний турбан,a formal turban,0.9285714285714286,0.8347347974777222,high,0,0
formal abaya,ukr,ukr_Cyrl,формальна абая,formal abaya,1.0,0.6939741969108582,medium,0,0
formal thobe,ukr,ukr_Cyrl,Формальний день,Formal day,0.6363636363636364,0.5555989146232605,low,1,0
formal dupatta,ukr,ukr_Cyrl,формальна дупатта,the formal dupatta,0.875,0.4576078951358795,low,1,0
formal lehenga,ukr,ukr_Cyrl,формальна лехенга,formal lehen,0.9230769230769231,0.49723878502845764,low,1,0
formal kurta,ukr,ukr_Cyrl,формальна курта,formal coat,0.6956521739130435,0.7474935054779053,medium,0,0
formal dhoti,ukr,ukr_Cyrl,формальний dhoti,formal dhoti,1.0,0.4489577114582062,low,1,0
formal qipao,ukr,ukr_Cyrl,формальний чипао,a formal chipao,0.8148148148148148,0.4548585116863251,low,1,0
formal uniform,ukr,ukr_Cyrl,формальна уніформа,formal uniforms,0.9655172413793104,0.8511016368865967,high,0,0
formal formal,ukr,ukr_Cyrl,формальна формальна формальна,formally formally formally formally,0.5416666666666666,0.39318227767944336,low,1,0
formal casual,ukr,ukr_Cyrl,формальний випадковий,the formal casual,0.8666666666666667,0.5731033682823181,low,1,0
formal modest,ukr,ukr_Cyrl,формальна скромність,formal modesty,0.9629629629629629,0.7136912941932678,medium,0,0
formal ornate,ukr,ukr_Cyrl,формальна орнаментація,formal ornamentation,0.7272727272727273,0.6895902156829834,medium,0,0
formal jewelry,ukr,ukr_Cyrl,формальний ювелір,a formal jeweler,0.8666666666666667,0.8107509613037109,high,0,0
formal necklace,ukr,ukr_Cyrl,формальний ожерелок,a formal collar,0.6666666666666666,0.7970477342605591,medium,0,0
formal earring,ukr,ukr_Cyrl,формальний вушник,formal earring,1.0,0.6920812129974365,medium,0,0
formal bracelet,ukr,ukr_Cyrl,формальний браслет,a formal bracelet,0.9375,0.8288282155990601,high,0,0
formal ring,ukr,ukr_Cyrl,формальний кільцевий кільцевий кільцевий кільцевий кільцевий кільцевий кільцевий кільцевий кільцевий кільцевий кільцевий кільцевий кільцевий кільцевий кільцевий кі,Formal ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring ring,0.14012738853503184,0.2719193994998932,low,1,0
formal headscarf,ukr,ukr_Cyrl,формальний платок на голову,formal headgear,0.8387096774193549,0.8307703733444214,high,0,0
formal tattoo,ukr,ukr_Cyrl,формальна татуїровка,a formal tattoo,0.9285714285714286,0.8552649021148682,high,0,0
formal piercing,ukr,ukr_Cyrl,формальний пірсінг,formal drilling,0.7333333333333333,0.6725409030914307,medium,0,0
formal mask,ukr,ukr_Cyrl,формальна маска,a formal mask,0.9166666666666666,0.8362876176834106,high,0,0
formal gown,ukr,ukr_Cyrl,формальна сукня,formal dress,0.6086956521739131,0.8645542860031128,high,0,0
formal tuxedo,ukr,ukr_Cyrl,формальний смокинг,formal tuxedo,1.0,0.754468560218811,medium,0,0
formal wedding dress,ukr,ukr_Cyrl,формальна весільна сукня,formal wedding dress,1.0,0.8505989909172058,high,0,0
formal sash,ukr,ukr_Cyrl,формальна шерша,formal grey,0.6363636363636364,0.5138421058654785,low,1,0
formal sandals,ukr,ukr_Cyrl,формальні сандали,formal sandals,1.0,0.8447469472885132,high,0,0
formal slippers,ukr,ukr_Cyrl,формальні туфлі,formal shoes,0.7407407407407407,0.8461121320724487,high,0,0
formal bangle,ukr,ukr_Cyrl,формальний банкет,a formal banquet,0.7586206896551724,0.4961172938346863,low,1,0
formal anklet,ukr,ukr_Cyrl,формальна ложка,a formal spoon,0.5925925925925926,0.43129172921180725,low,1,0
formal kaftan,ukr,ukr_Cyrl,формальний кафтан,Formal boiler,0.5384615384615384,0.7907499670982361,medium,1,0
formal poncho,ukr,ukr_Cyrl,формальний пончо,a formal donut,0.6666666666666666,0.8451002836227417,high,0,0
formal sombrero,ukr,ukr_Cyrl,формальний сомбреро,the formal sombrero,0.8823529411764706,0.7635884284973145,medium,0,0
formal kippah,ukr,ukr_Cyrl,формальна кіпа,the formal kit,0.6666666666666666,0.7047567367553711,medium,0,0
formal yarmulke,ukr,ukr_Cyrl,формальна ярмалька,the formal fair,0.6,0.495016485452652,low,1,0
formal mourning dress,ukr,ukr_Cyrl,формальне плаття для скорботи,formal mourning garments,0.8444444444444444,0.7628126740455627,medium,0,0
formal ceremonial mask,ukr,ukr_Cyrl,формальна церемоніальна маска,a formal ceremonial mask,0.9565217391304348,0.8475791811943054,high,0,0
casual dress,ukr,ukr_Cyrl,порожня одяг,empty clothes,0.32,0.5600564479827881,low,1,0
casual clothing,ukr,ukr_Cyrl,неформальна одяг,informal clothing,0.6875,0.7734909057617188,medium,1,1
casual garment,ukr,ukr_Cyrl,неформальна одяг,informal clothing,0.25806451612903225,0.7657690048217773,medium,1,1
casual veil,ukr,ukr_Cyrl,випадковий завіс,a randomly drawn curtain,0.17142857142857143,0.7799705266952515,medium,1,0
casual hijab,ukr,ukr_Cyrl,випадковий хіджаб,a casual hijab,0.9230769230769231,0.773399829864502,medium,0,0
casual niqab,ukr,ukr_Cyrl,казуальний нікаб,a casual niqab,0.9230769230769231,0.7880542278289795,medium,0,0
white,ukr,ukr_Cyrl,білий,white,1.0,0.8433116674423218,high,0,0
red,ukr,ukr_Cyrl,червоний,red,1.0,0.8407074213027954,high,0,0
black,ukr,ukr_Cyrl,чорна,It's black.,0.625,0.7810730338096619,medium,0,0
blue,ukr,ukr_Cyrl,синій,blue,1.0,0.8157379627227783,high,0,0
green,ukr,ukr_Cyrl,зелений,green,1.0,0.8430702686309814,high,0,0
yellow,ukr,ukr_Cyrl,жовтий,yellow,1.0,0.8384474515914917,high,0,0
purple,ukr,ukr_Cyrl,фіолетовий,purple,1.0,0.8536924123764038,high,0,0
orange,ukr,ukr_Cyrl,оранжевий,orange,1.0,0.8536760807037354,high,0,0
gold,ukr,ukr_Cyrl,Золото,Gold,1.0,0.8525708913803101,high,0,0
silver,ukr,ukr_Cyrl,срібло,silver,1.0,0.8551604151725769,high,0,0
dragon,ukr,ukr_Cyrl,дракон,the dragon,0.75,0.8579350113868713,high,0,0
phoenix,ukr,ukr_Cyrl,Фінікс,The Phoenix,0.7777777777777778,0.752375602722168,medium,0,0
lotus,ukr,ukr_Cyrl,лотос,lotus,1.0,0.8334196209907532,high,0,0
bamboo,ukr,ukr_Cyrl,бамбук,the bamboo,0.75,0.8555930852890015,high,0,0
olive,ukr,ukr_Cyrl,оливкові,olive oil,0.7142857142857143,0.6807715892791748,medium,0,0
maple,ukr,ukr_Cyrl,яблука,the apple,0.5714285714285714,0.7466158866882324,medium,0,0
totem,ukr,ukr_Cyrl,тотем,the totem,0.7142857142857143,0.8503289222717285,high,0,0
emblem,ukr,ukr_Cyrl,емблема,the emblem,0.75,0.8631607294082642,high,0,0
anthem,ukr,ukr_Cyrl,Гімн,The Anthem,0.75,0.8508074879646301,high,1,1
flag,ukr,ukr_Cyrl,прапор,the flag,0.6666666666666666,0.8412535190582275,high,0,0
icon,ukr,ukr_Cyrl,ікона,the icon,0.6666666666666666,0.8480278253555298,high,0,0
script,ukr,ukr_Cyrl,сценарій,the script,0.75,0.8626303672790527,high,0,0
calligraphy,ukr,ukr_Cyrl,каллиграфія,calligraphy,1.0,0.8630503416061401,high,0,0
lantern,ukr,ukr_Cyrl,фонарик,a flashlight,0.3157894736842105,0.8389504551887512,high,1,0
opera,ukr,ukr_Cyrl,опера,opera,1.0,0.8559212684631348,high,0,0
dance,ukr,ukr_Cyrl,танцювання,dancing,0.6666666666666666,0.8489753007888794,high,0,0
music,ukr,ukr_Cyrl,музика,music,1.0,0.8675161600112915,high,0,0
folklore,ukr,ukr_Cyrl,фольклор,Folklore,1.0,0.861865758895874,high,0,0
myth,ukr,ukr_Cyrl,міф,Myth,1.0,0.8363189697265625,high,0,0
legend,ukr,ukr_Cyrl,легенда,The legend,0.75,0.835859477519989,high,1,1
oral tradition,ukr,ukr_Cyrl,устна традиція,Oral tradition,1.0,0.8743985891342163,high,0,0
epic,ukr,ukr_Cyrl,Епічний,The Epic,0.6666666666666666,0.7833524942398071,medium,0,0
fable,ukr,ukr_Cyrl,легенда,The legend,0.26666666666666666,0.8376830220222473,high,1,1
choir,ukr,ukr_Cyrl,хор,the choir,0.7142857142857143,0.8544681072235107,high,0,0
orchestra,ukr,ukr_Cyrl,оркестр,the orchestra,0.8181818181818182,0.8395183086395264,high,0,0
drumming,ukr,ukr_Cyrl,барабанні,drums,0.6153846153846154,0.6874724626541138,medium,0,0
tango,ukr,ukr_Cyrl,танго,the tango,0.7142857142857143,0.8657915592193604,high,0,0
flamenco,ukr,ukr_Cyrl,фламенко,Flemish,0.4,0.8701262474060059,high,1,0
bharatanatyam,ukr,ukr_Cyrl,Бхартанатям,The Bharatanaths,0.6896551724137931,0.829223096370697,high,0,0
kabuki,ukr,ukr_Cyrl,кабукі,the kabuki,0.75,0.8623412847518921,high,0,0
lion dance,ukr,ukr_Cyrl,танці львів,the dancing of lions,0.3333333333333333,0.8102423548698425,high,1,0
dragon dance,ukr,ukr_Cyrl,танці дракона,the dance of the dragon,0.34285714285714286,0.8728636503219604,high,1,0
totem pole,ukr,ukr_Cyrl,Тотемний полюс,The totem pole,0.8333333333333334,0.6585617065429688,medium,0,0
prayer beads,ukr,ukr_Cyrl,Молитвенні колонки,Columns of Prayer,0.41379310344827586,0.6343425512313843,medium,1,0
chopsticks,ukr,ukr_Cyrl,палочки,the rods,0.3333333333333333,0.8289313912391663,high,1,0
tea ceremony,ukr,ukr_Cyrl,церемонія чаю,tea ceremony,1.0,0.862311840057373,high,0,0
martial arts,ukr,ukr_Cyrl,бойові мистецтви,martial arts,1.0,0.8760260343551636,high,0,0
cultural white,ukr,ukr_Cyrl,культурний білий,cultural white,1.0,0.6099568009376526,medium,0,0
cultural red,ukr,ukr_Cyrl,культурний червоний,cultural red,1.0,0.7244217395782471,medium,0,0
cultural black,ukr,ukr_Cyrl,культурний чорний,cultural black,1.0,0.5722748041152954,low,1,0
cultural blue,ukr,ukr_Cyrl,культурний синій,cultural blue,1.0,0.8131381273269653,high,0,0
cultural green,ukr,ukr_Cyrl,культурний зелений,cultural green,1.0,0.6818282604217529,medium,0,0
cultural yellow,ukr,ukr_Cyrl,культурний жовтий,cultural yellow,1.0,0.7001487016677856,medium,0,0
cultural purple,ukr,ukr_Cyrl,культурний фіолетовий,cultural purple,1.0,0.8143956661224365,high,0,0
cultural orange,ukr,ukr_Cyrl,культурний апельсин,culture orange,0.896551724137931,0.836263120174408,high,0,0
cultural gold,ukr,ukr_Cyrl,культурне золото,cultural gold,1.0,0.8685654997825623,high,0,0
cultural silver,ukr,ukr_Cyrl,культурне срібло,cultural silver,1.0,0.8540757894515991,high,0,0
cultural dragon,ukr,ukr_Cyrl,культурний дракон,cultural dragon,1.0,0.8446061611175537,high,0,0
cultural phoenix,ukr,ukr_Cyrl,культурний фінікс,cultural phoenix,1.0,0.8235316276550293,high,0,0
cultural lotus,ukr,ukr_Cyrl,культурний лотос,culture lotus,0.8888888888888888,0.8398816585540771,high,0,0
cultural bamboo,ukr,ukr_Cyrl,культурний бамбук,cultural bamboo,1.0,0.8547451496124268,high,0,0
cultural olive,ukr,ukr_Cyrl,культурні оливки,cultivated olives,0.7096774193548387,0.834685742855072,high,0,0
cultural maple,ukr,ukr_Cyrl,культурний крем,culture cream,0.5925925925925926,0.45688971877098083,low,1,0
cultural totem,ukr,ukr_Cyrl,культурний тотем,cultural totem,1.0,0.8574413061141968,high,0,0
cultural emblem,ukr,ukr_Cyrl,культурний емблема,cultural emblem,1.0,0.7632957696914673,medium,0,0
cultural anthem,ukr,ukr_Cyrl,культурний гімн,cultural anthem,1.0,0.8556279540061951,high,0,0
cultural flag,ukr,ukr_Cyrl,культурний прапор,cultural flag,1.0,0.8525150418281555,high,0,0
cultural icon,ukr,ukr_Cyrl,культурна ікона,cultural icon,1.0,0.870879054069519,high,0,0
cultural script,ukr,ukr_Cyrl,культурний сценарій,cultural scenario,0.8125,0.8463397026062012,high,0,0
cultural calligraphy,ukr,ukr_Cyrl,культурна каліграфія,cultural calligraphy,1.0,0.8590977191925049,high,0,0
cultural lantern,ukr,ukr_Cyrl,культурний фонарик,cultural lantern,1.0,0.8369190692901611,high,0,0
cultural incense,ukr,ukr_Cyrl,культурний інкубатор,cultural incubator,0.7058823529411765,0.46409615874290466,low,1,0
cultural opera,ukr,ukr_Cyrl,культурна опера,cultural opera,1.0,0.851624608039856,high,0,0
cultural dance,ukr,ukr_Cyrl,культурний танець,cultural dance,1.0,0.837908148765564,high,0,0
cultural music,ukr,ukr_Cyrl,культурна музика,cultural music,1.0,0.8675671815872192,high,0,0
cultural folklore,ukr,ukr_Cyrl,культурний фольклор,cultural folklore,1.0,0.8526357412338257,high,0,0
cultural myth,ukr,ukr_Cyrl,культурний міф,cultural myth,1.0,0.8565234541893005,high,0,0
cultural legend,ukr,ukr_Cyrl,культурна легенда,cultural legend,1.0,0.855952799320221,high,0,0
cultural oral tradition,ukr,ukr_Cyrl,Культурна устна традиція,Cultural oral tradition,1.0,0.8733755350112915,high,0,0
cultural epic,ukr,ukr_Cyrl,культурний епос,cultural epic,1.0,0.8144153952598572,high,0,0
cultural fable,ukr,ukr_Cyrl,культурна казка,a cultural fairy tale,0.7428571428571429,0.8616118431091309,high,0,0
cultural choir,ukr,ukr_Cyrl,культурний хор,cultural choir,1.0,0.8540873527526855,high,0,0
cultural orchestra,ukr,ukr_Cyrl,культурний оркестр,cultural orchestra,1.0,0.83729088306427,high,0,0
cultural drumming,ukr,ukr_Cyrl,культурні барабанні,cultural drums,0.8387096774193549,0.5903251767158508,low,1,0
cultural chanting,ukr,ukr_Cyrl,культурні співи,cultural songs,0.7096774193548387,0.8420996069908142,high,0,0
cultural tango,ukr,ukr_Cyrl,культурне танго,cultural tango,1.0,0.8315620422363281,high,0,0
cultural flamenco,ukr,ukr_Cyrl,культурний фламенко,the Flemish culture,0.3888888888888889,0.8651568293571472,high,1,0
cultural bharatanatyam,ukr,ukr_Cyrl,Культурний Бхаратанатям,Cultural to the Bharatanaths,0.76,0.7180681228637695,medium,0,0
cultural kabuki,ukr,ukr_Cyrl,культурне кабукі,cultural kabuki,1.0,0.8265467882156372,high,0,0
cultural lion dance,ukr,ukr_Cyrl,культурний танц львів,cultural dance of lions,0.6666666666666666,0.5807781219482422,low,1,0
cultural dragon dance,ukr,ukr_Cyrl,культурний танець дракона,The cultural dance of the dragon,0.5660377358490566,0.852841317653656,high,0,0
cultural totem pole,ukr,ukr_Cyrl,культурний тотемний полюс,the cultural totem pole,0.9047619047619048,0.7335984706878662,medium,0,0
cultural prayer beads,ukr,ukr_Cyrl,культурні молитви,cultural prayers,0.8648648648648649,0.5516589283943176,low,1,0
cultural rosary,ukr,ukr_Cyrl,культурний розмірник,cultural gauge,0.6896551724137931,0.40602144598960876,low,1,0
cultural chopsticks,ukr,ukr_Cyrl,культурні палички,cultural sticks,0.8823529411764706,0.8177230358123779,high,0,0
cultural tea ceremony,ukr,ukr_Cyrl,культурна церемонія чаю,cultural ceremony of tea,0.7555555555555555,0.846149742603302,high,0,0
cultural martial arts,ukr,ukr_Cyrl,культурні бойові мистецтви,cultural martial arts,1.0,0.8632675409317017,high,0,0
democracy,ukr,ukr_Cyrl,демократія,Democracy,1.0,0.8809300661087036,high,0,0
monarchy,ukr,ukr_Cyrl,монархія,the monarchy,0.8,0.8760911226272583,high,0,0
republic,ukr,ukr_Cyrl,республіка,the Republic,0.8,0.8470059633255005,high,0,0
federal,ukr,ukr_Cyrl,федеральний,the federal,0.7777777777777778,0.8207930326461792,high,0,0
unitary,ukr,ukr_Cyrl,одиничний,single,0.15384615384615385,0.7355407476425171,medium,1,0
parliament,ukr,ukr_Cyrl,парламент,Parliament,1.0,0.847396969795227,high,0,0
senate,ukr,ukr_Cyrl,Сенат,Senate,1.0,0.8590950965881348,high,0,0
constitution,ukr,ukr_Cyrl,Конституція,The Constitution,0.8571428571428571,0.8703347444534302,high,0,0
bureaucracy,ukr,ukr_Cyrl,бюрократія,bureaucracy,1.0,0.8774635791778564,high,0,0
meritocracy,ukr,ukr_Cyrl,меритократія,Meritocracy,1.0,0.8657659888267517,high,0,0
oligarchy,ukr,ukr_Cyrl,олігархія,oligarchy,1.0,0.862082839012146,high,0,0
aristocracy,ukr,ukr_Cyrl,аристократія,aristocracy,1.0,0.8554286956787109,high,0,0
tribunal,ukr,ukr_Cyrl,трибунал,court,0.15384615384615385,0.8375787734985352,high,1,0
mediation,ukr,ukr_Cyrl,посередництво,mediation,1.0,0.8663316965103149,high,0,0
civil law,ukr,ukr_Cyrl,цивільне право,civil law,1.0,0.879364013671875,high,0,0
common law,ukr,ukr_Cyrl,спільне право,common law,1.0,0.8584212064743042,high,0,0
customary law,ukr,ukr_Cyrl,звичайне право,common law,0.6086956521739131,0.8682820200920105,high,0,0
council,ukr,ukr_Cyrl,Рада,It's nice to meet you.,0.20689655172413793,0.8072112202644348,high,1,0
chieftain,ukr,ukr_Cyrl,Начальник,Chief,0.7142857142857143,0.7167888879776001,medium,0,0
citizen,ukr,ukr_Cyrl,громадянин,citizen,1.0,0.8660542368888855,high,0,0
state,ukr,ukr_Cyrl,держава,the state,0.7142857142857143,0.8060274124145508,high,0,0
nation,ukr,ukr_Cyrl,нація,nation,1.0,0.8540990948677063,high,0,0
border,ukr,ukr_Cyrl,кордону,the border,0.75,0.6178805232048035,medium,0,0
governance,ukr,ukr_Cyrl,Управління,Management,0.3,0.8462459444999695,high,1,0
policy,ukr,ukr_Cyrl,політика,policy,1.0,0.8536805510520935,high,0,0
regulation,ukr,ukr_Cyrl,Регулювання,Regulations,0.9523809523809523,0.846709132194519,high,0,0
empire,ukr,ukr_Cyrl,імперія,the empire,0.75,0.8295102119445801,high,0,0
colonial,ukr,ukr_Cyrl,колоніальний,Colonial,1.0,0.7952418327331543,medium,0,0
decolonization,ukr,ukr_Cyrl,деколонізація,decolonization,1.0,0.8735798597335815,high,0,0
judiciary,ukr,ukr_Cyrl,правосуддя,Justice,0.5,0.7766402959823608,medium,1,1
legislature,ukr,ukr_Cyrl,законодавчий орган,legislative body,0.6666666666666666,0.8451915979385376,high,0,0
executive,ukr,ukr_Cyrl,виконавчий орган,the executive body,0.6666666666666666,0.8045972585678101,high,0,0
ministry,ukr,ukr_Cyrl,служіння,ministry,1.0,0.7584922313690186,medium,0,0
administration,ukr,ukr_Cyrl,адміністрація,administration,1.0,0.8375917077064514,high,0,0
charter,ukr,ukr_Cyrl,статут,by statute,0.35294117647058826,0.6528043746948242,medium,1,0
ordinance,ukr,ukr_Cyrl,розпорядження,the order,0.4444444444444444,0.7971362471580505,medium,1,0
treaty,ukr,ukr_Cyrl,Договір,The Contract,0.4444444444444444,0.8503137230873108,high,1,0
diplomacy,ukr,ukr_Cyrl,дипломатія,diplomacy,1.0,0.8755149245262146,high,0,0
taxation,ukr,ukr_Cyrl,оподаткування,taxation,1.0,0.8565895557403564,high,0,0
public office,ukr,ukr_Cyrl,державне служіння,public service,0.7407407407407407,0.857638955116272,high,0,0
village council,ukr,ukr_Cyrl,сільська рада,village council,1.0,0.8601154088973999,high,0,0
city council,ukr,ukr_Cyrl,міська рада,city council,1.0,0.8761321306228638,high,0,0
mayor,ukr,ukr_Cyrl,градоначальник,the mayor,0.7142857142857143,0.8617165088653564,high,1,1
governor,ukr,ukr_Cyrl,губернатор,governor,1.0,0.8444916009902954,high,0,0
public democracy,ukr,ukr_Cyrl,громадська демократія,public democracy,1.0,0.8734219074249268,high,0,0
public monarchy,ukr,ukr_Cyrl,публічна монархія,public monarchy,1.0,0.8713308572769165,high,0,0
public republic,ukr,ukr_Cyrl,громадська республіка,public republic,1.0,0.8671579957008362,high,0,0
public federal,ukr,ukr_Cyrl,державний федеральний,the state federal,0.5161290322580645,0.6952470541000366,medium,1,1
public unitary,ukr,ukr_Cyrl,державна єдиниця,State unit,0.4166666666666667,0.8209580183029175,high,1,0
public parliament,ukr,ukr_Cyrl,громадський парламент,public parliament,1.0,0.8680650591850281,high,0,0
public senate,ukr,ukr_Cyrl,громадський сенат,public senate,1.0,0.8514267206192017,high,0,0
public constitution,ukr,ukr_Cyrl,публічна конституція,public constitution,1.0,0.8724430799484253,high,0,0
public bureaucracy,ukr,ukr_Cyrl,публічна бюрократія,public bureaucracy,1.0,0.882236897945404,high,0,0
public meritocracy,ukr,ukr_Cyrl,публічна меритократія,public meritocracy,1.0,0.8765302896499634,high,0,0
public oligarchy,ukr,ukr_Cyrl,публічна олігархія,public oligarchy,1.0,0.8748234510421753,high,0,0
public aristocracy,ukr,ukr_Cyrl,публічна аристократія,public aristocracy,1.0,0.8625495433807373,high,0,0
public tribunal,ukr,ukr_Cyrl,публічний трибунал,public court,0.5925925925925926,0.8643596172332764,high,0,0
public mediation,ukr,ukr_Cyrl,публічне посередництво,public intermediation,0.8648648648648649,0.8633036613464355,high,0,0
public civil law,ukr,ukr_Cyrl,громадське цивільне право,public civil law,1.0,0.8756498098373413,high,0,0
public common law,ukr,ukr_Cyrl,публічне загальне право,public common law,1.0,0.8587489128112793,high,0,0
public customary law,ukr,ukr_Cyrl,публічне звичайное право,public ordinary law,0.7692307692307693,0.8229837417602539,high,0,0
public council,ukr,ukr_Cyrl,громадська рада,public council,1.0,0.854796290397644,high,0,0
public chieftain,ukr,ukr_Cyrl,державний начальник,head of state,0.27586206896551724,0.8278781175613403,high,1,0
public citizen,ukr,ukr_Cyrl,громадський громадянин,public citizen,1.0,0.8657552003860474,high,0,0
public state,ukr,ukr_Cyrl,державна держава,state government,0.35714285714285715,0.8561429977416992,high,1,0
public nation,ukr,ukr_Cyrl,державна нація,nation state,0.48,0.8106291890144348,high,1,0
public border,ukr,ukr_Cyrl,громадські кордони,public borders,0.9629629629629629,0.850060224533081,high,0,0
public governance,ukr,ukr_Cyrl,державне управління,public administration,0.47368421052631576,0.8713297843933105,high,1,0
public policy,ukr,ukr_Cyrl,державна політика,public policy,1.0,0.8764206171035767,high,0,0
public regulation,ukr,ukr_Cyrl,державне регулювання,government regulation,0.5789473684210527,0.8677263259887695,high,0,0
public empire,ukr,ukr_Cyrl,державна імперія,state empire,0.56,0.8613753318786621,high,0,0
public colonial,ukr,ukr_Cyrl,державний колоніальний,the state colonial,0.5454545454545454,0.6024210453033447,medium,1,0
public decolonization,ukr,ukr_Cyrl,публічна деколонізація,public decolonization,1.0,0.8608682751655579,high,0,0
public judiciary,ukr,ukr_Cyrl,державна юстиція,public justice,0.7333333333333333,0.8779942989349365,high,0,0
public legislature,ukr,ukr_Cyrl,громадський законодавчий орган,public legislature,1.0,0.8439634442329407,high,0,0
public executive,ukr,ukr_Cyrl,державний виконавчий орган,the state executive body,0.5,0.8324439525604248,high,1,0
public ministry,ukr,ukr_Cyrl,публічне служіння,public service,0.5517241379310345,0.856193482875824,high,0,0
public administration,ukr,ukr_Cyrl,державна адміністрація,public administration,1.0,0.8633528351783752,high,0,0
public charter,ukr,ukr_Cyrl,публічний статут,public charter,1.0,0.7868731617927551,medium,0,0
public ordinance,ukr,ukr_Cyrl,громадський розпорядження,public order,0.7857142857142857,0.5196993947029114,low,1,0
public treaty,ukr,ukr_Cyrl,публічний договір,public contract,0.7857142857142857,0.8611302375793457,high,0,0
public diplomacy,ukr,ukr_Cyrl,публічна дипломатія,public diplomacy,1.0,0.8797662258148193,high,0,0
public taxation,ukr,ukr_Cyrl,державне оподаткування,public taxation,1.0,0.8638061285018921,high,0,0
public public office,ukr,ukr_Cyrl,державне державне служіння,public public service,0.8292682926829268,0.5212709307670593,low,1,0
public village council,ukr,ukr_Cyrl,громадська сільська рада,public village council,1.0,0.8593196868896484,high,0,0
